Transaction_Amount,Transaction_Type,Device_Used,Account_Age,Credit_Score,Previous_Fraud,Day,Day_of_Week,Hour,Minute
2904.1,Online Payment,ATM,8,382,No,30,Thursday,22,52
330.91,Online Payment,Mobile,1,523,Yes,2,Sunday,8,41
8632.25,Deposit,Web,10,399,No,13,Thursday,11,50
2463.18,Transfer,POS Terminal,14,718,No,3,Monday,3,38
4101.13,Deposit,Web,7,768,Yes,28,Tuesday,2,47
2572.83,Transfer,ATM,9,584,No,9,Thursday,2,52
663.38,Transfer,ATM,17,598,No,7,Friday,23,1
867.78,Withdrawal,Web,1,719,Yes,6,Monday,8,41
6189.48,Deposit,Web,15,643,Yes,20,Monday,13,37
4761.73,Online Payment,POS Terminal,3,824,Yes,30,Thursday,21,41
8882.26,Online Payment,POS Terminal,2,576,No,8,Wednesday,12,21
8541.9,Online Payment,Web,3,553,No,6,Monday,4,50
8102.96,Online Payment,ATM,15,849,No,8,Saturday,22,47
407.96,Deposit,ATM,2,543,No,12,Wednesday,23,10
2454.86,Withdrawal,Web,9,404,Yes,11,Tuesday,5,11
8711.73,Deposit,ATM,8,685,No,4,Tuesday,0,29
4465.55,Withdrawal,Web,1,332,Yes,4,Saturday,4,19
6908.04,Online Payment,Mobile,5,525,Yes,2,Sunday,6,21
6158.34,Online Payment,Mobile,4,608,Yes,6,Thursday,16,28
2110.6,Withdrawal,POS Terminal,3,638,No,14,Friday,14,10
970.71,Transfer,POS Terminal,13,431,Yes,6,Thursday,8,23
4354.87,Withdrawal,Mobile,3,689,No,24,Friday,18,58
8975.65,Online Payment,POS Terminal,9,370,No,28,Tuesday,23,32
6454.0,Deposit,Web,8,603,Yes,14,Tuesday,21,40
7918.8,Transfer,Web,2,335,Yes,3,Friday,5,29
3422.52,Online Payment,ATM,19,811,Yes,31,Friday,6,35
1798.66,Withdrawal,POS Terminal,20,731,No,23,Thursday,4,23
8579.23,Withdrawal,POS Terminal,13,559,Yes,14,Friday,14,59
5365.31,Deposit,ATM,19,715,Yes,24,Friday,8,4
7946.07,Withdrawal,Mobile,4,468,No,19,Sunday,23,33
8362.19,Deposit,POS Terminal,8,526,Yes,5,Wednesday,2,36
6589.04,Online Payment,POS Terminal,15,840,Yes,29,Wednesday,17,6
4335.84,Withdrawal,POS Terminal,10,698,No,16,Sunday,1,52
5315.21,Online Payment,POS Terminal,4,771,No,9,Thursday,13,0
8178.97,Withdrawal,POS Terminal,3,482,No,18,Saturday,2,12
2216.61,Transfer,Mobile,19,318,Yes,15,Saturday,1,58
2089.19,Transfer,POS Terminal,15,765,Yes,26,Sunday,10,9
4070.91,Deposit,Mobile,6,623,No,1,Wednesday,7,48
5848.9,Withdrawal,Mobile,2,460,Yes,1,Saturday,4,47
1380.6,Deposit,POS Terminal,15,534,No,4,Saturday,2,16
8441.28,Online Payment,POS Terminal,5,356,No,21,Tuesday,2,46
8712.9,Deposit,Mobile,8,497,No,4,Saturday,9,27
2388.38,Online Payment,Mobile,13,438,Yes,25,Saturday,9,11
6493.93,Deposit,POS Terminal,9,649,No,8,Saturday,9,35
3950.54,Withdrawal,Web,12,765,No,29,Wednesday,5,52
8197.75,Transfer,Mobile,4,355,No,3,Monday,3,17
8804.33,Transfer,ATM,19,580,No,11,Tuesday,17,27
8390.95,Deposit,Web,19,504,Yes,18,Saturday,16,45
1354.23,Transfer,Web,13,426,No,5,Wednesday,0,40
7818.76,Transfer,Web,4,483,Yes,5,Sunday,8,9
5043.21,Transfer,POS Terminal,14,453,No,17,Friday,7,41
1367.47,Transfer,Web,15,393,No,26,Sunday,2,37
7197.69,Deposit,Mobile,9,735,Yes,11,Saturday,7,12
3579.64,Transfer,POS Terminal,8,446,Yes,25,Saturday,19,51
2854.0,Withdrawal,ATM,7,511,No,14,Friday,22,37
373.37,Online Payment,ATM,19,726,No,9,Thursday,10,3
1621.48,Deposit,ATM,15,804,No,4,Tuesday,21,15
3075.46,Online Payment,Mobile,15,357,No,5,Wednesday,15,31
3667.06,Deposit,POS Terminal,14,403,No,24,Friday,22,27
5745.98,Transfer,Web,13,707,Yes,15,Wednesday,7,9
3011.43,Transfer,POS Terminal,2,379,No,26,Sunday,17,26
9225.73,Transfer,Web,20,748,Yes,17,Friday,11,47
7986.97,Online Payment,Web,15,658,Yes,26,Sunday,22,34
4869.95,Online Payment,Mobile,5,669,Yes,3,Monday,6,27
831.19,Transfer,POS Terminal,3,670,No,16,Thursday,8,40
1305.92,Transfer,Web,14,699,No,19,Sunday,11,16
9162.17,Online Payment,Web,2,631,No,13,Thursday,11,43
9070.36,Transfer,Mobile,11,506,Yes,14,Tuesday,2,28
4958.1,Deposit,Mobile,2,630,Yes,12,Sunday,16,34
90.69,Deposit,Mobile,15,736,Yes,4,Saturday,6,37
1045.88,Online Payment,POS Terminal,20,626,No,7,Tuesday,0,25
5616.53,Transfer,ATM,17,497,No,28,Tuesday,15,27
9385.91,Withdrawal,ATM,9,552,Yes,13,Thursday,6,4
9784.04,Deposit,Mobile,5,494,Yes,12,Wednesday,2,45
5706.38,Online Payment,Mobile,16,425,Yes,6,Monday,17,14
5253.78,Withdrawal,Web,3,829,No,4,Tuesday,8,31
994.8,Withdrawal,ATM,20,376,No,17,Friday,10,12
2977.66,Transfer,Web,6,646,Yes,31,Friday,1,30
7462.92,Deposit,POS Terminal,19,740,Yes,30,Thursday,3,8
333.33,Online Payment,Mobile,8,691,No,8,Wednesday,5,3
9285.7,Online Payment,ATM,20,640,No,10,Monday,16,11
9378.65,Withdrawal,Web,2,577,Yes,6,Thursday,18,52
213.83,Online Payment,POS Terminal,8,368,No,13,Monday,16,41
3999.87,Online Payment,POS Terminal,20,418,No,5,Sunday,14,21
9870.04,Withdrawal,Web,10,437,No,18,Saturday,17,35
4325.63,Withdrawal,ATM,19,512,No,6,Monday,17,57
9154.91,Withdrawal,Mobile,19,706,Yes,7,Tuesday,15,21
4218.97,Transfer,ATM,12,533,No,10,Monday,21,53
7892.13,Transfer,POS Terminal,16,625,No,26,Sunday,0,43
671.33,Deposit,POS Terminal,9,636,No,3,Friday,4,19
6163.41,Withdrawal,POS Terminal,8,477,No,14,Tuesday,8,1
1020.44,Withdrawal,ATM,16,300,No,18,Saturday,20,52
3196.74,Online Payment,POS Terminal,19,646,No,21,Tuesday,0,35
2843.81,Transfer,ATM,16,360,No,8,Saturday,4,11
7274.85,Online Payment,Mobile,1,369,Yes,4,Tuesday,11,12
8010.86,Online Payment,POS Terminal,9,535,No,9,Thursday,12,55
8668.04,Transfer,Mobile,6,611,No,20,Monday,1,43
5738.5,Online Payment,POS Terminal,16,359,No,31,Friday,4,7
6881.68,Deposit,Mobile,14,443,Yes,19,Sunday,2,33
9104.53,Withdrawal,ATM,12,504,Yes,28,Tuesday,7,39
1293.25,Online Payment,ATM,9,472,No,2,Thursday,17,3
7310.07,Online Payment,Mobile,17,478,Yes,29,Wednesday,1,39
8321.79,Online Payment,ATM,13,615,No,12,Wednesday,13,55
9390.99,Deposit,Mobile,12,435,No,17,Friday,10,53
771.43,Transfer,POS Terminal,14,761,Yes,16,Thursday,18,6
3355.12,Withdrawal,POS Terminal,20,646,Yes,3,Friday,2,11
6207.71,Deposit,ATM,7,343,Yes,11,Saturday,14,25
9174.56,Withdrawal,Web,8,349,No,26,Sunday,18,54
17.59,Deposit,Web,13,505,No,21,Tuesday,5,27
5042.42,Withdrawal,Mobile,20,433,Yes,30,Thursday,21,30
4073.61,Deposit,Mobile,19,606,No,23,Thursday,19,47
6063.46,Online Payment,Mobile,10,446,Yes,26,Sunday,19,38
6308.21,Deposit,Web,8,337,No,31,Friday,0,27
3679.89,Transfer,ATM,9,394,Yes,11,Saturday,4,43
4357.17,Deposit,Web,10,780,No,19,Sunday,17,54
5726.21,Transfer,Mobile,3,506,Yes,27,Monday,10,42
1716.83,Withdrawal,Web,12,654,No,17,Friday,10,25
126.11,Deposit,POS Terminal,12,598,Yes,4,Tuesday,0,44
6878.44,Withdrawal,ATM,17,380,No,18,Saturday,14,46
9917.06,Withdrawal,ATM,16,706,No,17,Friday,8,33
4290.16,Online Payment,ATM,9,454,Yes,9,Thursday,19,56
3708.06,Transfer,ATM,6,335,Yes,2,Thursday,17,54
4660.44,Deposit,Mobile,14,464,Yes,12,Sunday,12,25
5775.85,Online Payment,Mobile,6,302,Yes,11,Saturday,7,58
7609.34,Transfer,Web,4,663,No,14,Friday,1,14
5333.44,Online Payment,POS Terminal,18,561,Yes,5,Sunday,3,38
4520.38,Online Payment,Mobile,12,711,Yes,10,Friday,11,53
3943.84,Transfer,POS Terminal,11,312,Yes,1,Saturday,1,19
9587.49,Deposit,ATM,13,637,Yes,6,Thursday,0,5
5764.89,Deposit,ATM,10,490,No,31,Friday,2,19
7856.7,Deposit,Mobile,11,697,No,3,Monday,14,11
3277.47,Transfer,POS Terminal,13,677,Yes,1,Saturday,16,40
5827.58,Transfer,POS Terminal,14,623,Yes,4,Tuesday,4,19
2018.63,Online Payment,Web,9,826,Yes,9,Thursday,6,43
6741.85,Withdrawal,POS Terminal,12,836,Yes,30,Thursday,0,43
6746.4,Withdrawal,ATM,17,760,No,30,Thursday,19,50
5391.17,Withdrawal,Mobile,19,655,Yes,1,Saturday,18,45
8321.58,Withdrawal,Mobile,11,625,Yes,25,Saturday,5,12
2906.63,Online Payment,POS Terminal,15,614,No,12,Wednesday,7,36
7334.37,Deposit,Mobile,16,462,Yes,21,Tuesday,22,37
3631.6,Online Payment,ATM,13,360,Yes,2,Thursday,22,50
9550.29,Online Payment,Web,18,583,Yes,6,Thursday,17,35
5409.38,Withdrawal,Web,11,598,Yes,7,Tuesday,2,44
10.89,Withdrawal,Web,8,428,Yes,8,Wednesday,5,35
5661.5,Deposit,Mobile,3,780,No,10,Friday,17,52
9236.67,Deposit,ATM,16,661,No,4,Tuesday,21,43
1333.76,Deposit,POS Terminal,7,362,No,31,Friday,11,30
459.2,Withdrawal,Mobile,2,406,Yes,8,Saturday,18,49
9600.88,Withdrawal,Mobile,13,491,Yes,10,Monday,21,7
9883.91,Deposit,Web,13,654,Yes,9,Sunday,23,59
1427.05,Withdrawal,Web,7,848,Yes,2,Sunday,10,56
9924.4,Transfer,POS Terminal,15,523,No,15,Saturday,9,16
1778.67,Transfer,ATM,19,326,Yes,1,Wednesday,2,38
8623.81,Online Payment,Mobile,20,846,No,16,Thursday,10,9
6717.39,Deposit,POS Terminal,9,812,No,10,Friday,5,45
6490.12,Transfer,Web,1,406,No,6,Monday,4,39
3508.53,Withdrawal,POS Terminal,11,799,Yes,16,Thursday,14,28
72.34,Online Payment,Web,7,467,No,2,Sunday,7,14
2640.82,Deposit,Web,9,604,Yes,16,Sunday,6,29
6131.19,Online Payment,POS Terminal,15,677,Yes,11,Saturday,23,12
8890.38,Online Payment,POS Terminal,5,466,Yes,7,Friday,9,30
571.01,Withdrawal,ATM,14,716,No,7,Friday,14,3
3048.63,Online Payment,Mobile,9,448,Yes,16,Thursday,22,37
26.04,Deposit,POS Terminal,16,739,Yes,27,Monday,20,42
1500.77,Withdrawal,Web,13,688,No,18,Saturday,22,8
8939.62,Online Payment,POS Terminal,6,824,No,4,Tuesday,1,29
2294.75,Deposit,Web,15,396,Yes,8,Wednesday,16,15
3225.91,Transfer,Mobile,6,425,No,16,Sunday,5,53
7619.49,Withdrawal,Mobile,15,788,Yes,14,Tuesday,21,9
4300.57,Withdrawal,POS Terminal,14,317,Yes,6,Thursday,11,23
1505.13,Online Payment,Mobile,10,578,No,20,Monday,21,7
520.68,Transfer,Mobile,18,472,No,5,Sunday,5,6
1931.48,Deposit,Web,17,595,No,21,Tuesday,17,6
6315.21,Transfer,Web,6,347,Yes,13,Monday,14,35
8571.99,Online Payment,Mobile,20,508,Yes,13,Monday,7,35
6276.2,Online Payment,Web,1,553,Yes,16,Thursday,16,56
1271.5,Withdrawal,Mobile,17,480,No,29,Wednesday,17,5
8762.36,Transfer,Web,14,637,No,25,Saturday,11,16
3418.72,Transfer,Mobile,12,624,No,5,Wednesday,15,4
9146.87,Withdrawal,POS Terminal,11,553,No,5,Sunday,16,53
9433.04,Transfer,POS Terminal,2,499,Yes,20,Monday,23,46
6585.42,Transfer,Mobile,17,368,No,10,Monday,18,5
6812.66,Transfer,Mobile,10,530,No,3,Monday,12,45
6780.1,Transfer,Mobile,10,761,No,9,Sunday,14,13
8835.6,Transfer,Web,20,809,No,7,Tuesday,13,13
1611.14,Online Payment,ATM,17,790,Yes,4,Tuesday,3,45
8564.67,Online Payment,Mobile,5,818,Yes,11,Tuesday,9,17
3792.28,Transfer,Web,15,332,No,1,Saturday,10,30
1874.97,Transfer,Mobile,2,505,Yes,2,Sunday,7,37
7320.08,Online Payment,ATM,12,321,No,24,Friday,21,26
9012.28,Deposit,ATM,1,469,No,11,Saturday,8,34
7525.68,Transfer,Web,5,353,No,17,Friday,21,20
5408.55,Online Payment,POS Terminal,20,778,Yes,14,Friday,10,59
376.83,Online Payment,ATM,4,317,No,31,Friday,4,32
1826.19,Transfer,POS Terminal,9,609,Yes,11,Saturday,3,35
1666.42,Deposit,POS Terminal,18,781,No,5,Sunday,16,50
8723.3,Withdrawal,Mobile,14,475,Yes,31,Friday,8,46
4438.03,Online Payment,POS Terminal,5,773,No,15,Saturday,11,21
3469.97,Withdrawal,ATM,17,743,No,14,Tuesday,6,3
926.58,Deposit,ATM,2,679,Yes,6,Monday,15,16
2683.36,Online Payment,Mobile,1,330,No,6,Thursday,8,59
2602.29,Withdrawal,ATM,7,450,Yes,8,Saturday,1,29
4908.74,Online Payment,ATM,11,701,No,29,Wednesday,9,34
8708.92,Transfer,Web,8,689,No,15,Saturday,21,8
9613.58,Online Payment,Web,8,847,Yes,20,Monday,8,13
3204.04,Deposit,POS Terminal,10,753,Yes,2,Thursday,11,17
2962.53,Withdrawal,POS Terminal,7,427,No,16,Thursday,10,20
7207.23,Withdrawal,POS Terminal,7,713,No,30,Thursday,6,53
4186.71,Deposit,ATM,7,411,No,6,Monday,5,37
5176.93,Transfer,Web,18,761,Yes,5,Wednesday,16,20
5081.3,Online Payment,Mobile,19,764,Yes,5,Sunday,3,32
1047.97,Transfer,Mobile,9,535,Yes,30,Thursday,13,38
3396.9,Withdrawal,POS Terminal,9,687,Yes,3,Monday,12,1
5033.99,Online Payment,Web,15,648,No,5,Wednesday,16,31
2243.62,Online Payment,POS Terminal,17,731,Yes,4,Tuesday,11,25
8617.11,Online Payment,ATM,6,786,No,13,Thursday,5,41
6485.17,Deposit,Mobile,7,735,Yes,12,Wednesday,23,42
2774.81,Online Payment,Web,12,542,Yes,10,Friday,16,44
3837.3,Transfer,ATM,9,762,Yes,6,Monday,16,17
8949.58,Deposit,Mobile,2,404,No,16,Sunday,6,49
2334.42,Online Payment,Web,15,768,No,8,Wednesday,1,32
5184.0,Withdrawal,ATM,15,650,No,29,Wednesday,23,8
4496.25,Transfer,Mobile,8,522,No,28,Tuesday,19,4
52.67,Online Payment,Mobile,10,364,Yes,15,Wednesday,12,18
2178.95,Transfer,ATM,5,668,Yes,29,Wednesday,14,58
1390.66,Online Payment,ATM,4,306,Yes,19,Sunday,3,50
2709.71,Online Payment,ATM,20,449,Yes,9,Thursday,9,16
3397.1,Deposit,Mobile,2,775,Yes,7,Tuesday,21,49
5160.47,Online Payment,Web,16,631,Yes,2,Thursday,10,54
3654.4,Withdrawal,ATM,2,709,Yes,7,Friday,21,1
3979.43,Online Payment,ATM,14,640,No,4,Tuesday,11,3
2930.38,Online Payment,ATM,8,424,No,5,Sunday,4,12
6670.54,Transfer,ATM,8,838,No,4,Tuesday,5,54
7162.58,Online Payment,Web,1,627,Yes,22,Wednesday,0,39
3727.67,Withdrawal,Mobile,4,318,No,31,Friday,13,17
8888.41,Transfer,POS Terminal,10,679,Yes,14,Tuesday,5,29
4089.2,Deposit,POS Terminal,13,628,No,2,Sunday,2,51
4050.55,Withdrawal,POS Terminal,15,464,No,21,Tuesday,16,39
9949.73,Online Payment,POS Terminal,4,595,No,10,Friday,0,18
6579.74,Withdrawal,Mobile,15,363,No,29,Wednesday,7,27
5787.34,Online Payment,Web,8,808,No,30,Thursday,7,5
205.67,Online Payment,POS Terminal,7,690,Yes,14,Tuesday,0,31
7029.38,Online Payment,ATM,13,565,No,6,Thursday,15,9
894.75,Deposit,ATM,9,824,Yes,18,Saturday,19,57
7775.32,Online Payment,Mobile,13,344,No,13,Thursday,13,5
5747.06,Transfer,Web,13,428,No,18,Saturday,22,0
3490.85,Online Payment,Mobile,19,585,No,10,Friday,14,0
6465.56,Withdrawal,POS Terminal,20,337,Yes,8,Saturday,8,46
7954.63,Online Payment,ATM,19,732,No,27,Monday,21,59
7781.48,Deposit,Web,3,481,No,9,Sunday,9,28
2012.54,Online Payment,ATM,15,349,Yes,25,Saturday,0,41
225.51,Online Payment,Mobile,18,653,Yes,1,Saturday,6,23
2416.07,Online Payment,Web,18,757,No,5,Sunday,23,0
1844.72,Transfer,Web,8,474,No,7,Tuesday,14,19
7061.34,Online Payment,Web,17,527,Yes,18,Saturday,11,10
3938.43,Transfer,Web,3,383,No,1,Saturday,21,3
5991.15,Transfer,ATM,2,769,No,9,Sunday,14,3
6860.81,Withdrawal,ATM,16,653,Yes,19,Sunday,5,42
3278.89,Transfer,ATM,15,698,Yes,28,Tuesday,18,9
8219.2,Deposit,Mobile,18,578,Yes,28,Tuesday,8,33
3679.81,Transfer,Mobile,20,582,Yes,12,Wednesday,12,0
5669.55,Transfer,Web,4,596,Yes,9,Thursday,7,43
2909.78,Deposit,Mobile,14,845,No,5,Sunday,3,8
2905.58,Transfer,Mobile,19,316,No,10,Friday,8,43
4035.45,Withdrawal,POS Terminal,11,485,Yes,25,Saturday,0,1
265.39,Online Payment,Mobile,11,818,Yes,3,Friday,2,14
3233.5,Online Payment,ATM,8,547,No,1,Wednesday,1,53
860.22,Deposit,Mobile,14,416,No,16,Thursday,22,46
2404.35,Online Payment,ATM,12,542,No,5,Wednesday,4,54
7281.19,Withdrawal,Web,3,655,No,27,Monday,7,6
8804.15,Withdrawal,POS Terminal,1,764,Yes,20,Monday,20,32
8326.02,Withdrawal,Web,14,632,No,6,Thursday,21,26
96.85,Online Payment,POS Terminal,13,487,Yes,1,Saturday,4,52
6502.7,Withdrawal,POS Terminal,8,796,No,25,Saturday,3,23
2597.28,Online Payment,ATM,6,801,No,1,Saturday,20,2
8411.41,Withdrawal,POS Terminal,10,393,No,16,Thursday,22,43
3439.39,Transfer,POS Terminal,5,819,No,12,Sunday,7,26
8243.5,Transfer,Web,10,811,Yes,2,Sunday,14,35
298.67,Deposit,POS Terminal,1,797,No,15,Wednesday,15,14
8598.54,Transfer,POS Terminal,16,714,No,10,Friday,21,30
9223.55,Deposit,Mobile,4,359,Yes,10,Friday,21,21
9181.1,Deposit,POS Terminal,14,829,Yes,13,Thursday,19,47
3927.48,Deposit,Web,8,403,No,4,Saturday,8,34
4005.22,Withdrawal,ATM,12,530,No,17,Friday,3,59
9120.17,Withdrawal,POS Terminal,16,606,No,11,Saturday,10,55
7660.37,Deposit,Web,15,627,No,24,Friday,5,54
311.93,Withdrawal,ATM,19,321,Yes,27,Monday,17,45
1793.66,Deposit,POS Terminal,4,418,Yes,5,Wednesday,2,48
4382.2,Deposit,Web,3,362,Yes,12,Sunday,14,56
3744.48,Online Payment,POS Terminal,16,724,No,22,Wednesday,0,10
413.51,Withdrawal,ATM,17,630,No,11,Saturday,4,12
1726.41,Deposit,POS Terminal,18,384,Yes,26,Sunday,3,54
6660.34,Online Payment,ATM,18,675,Yes,12,Sunday,13,13
7365.7,Deposit,Web,18,771,No,6,Monday,3,49
8596.76,Deposit,POS Terminal,5,561,No,29,Wednesday,9,41
9144.79,Transfer,Web,9,504,No,15,Saturday,11,47
2468.33,Online Payment,Web,12,634,No,3,Friday,20,33
4648.56,Transfer,ATM,16,661,Yes,4,Saturday,21,18
2888.59,Transfer,Mobile,8,446,No,18,Saturday,10,39
7774.64,Online Payment,ATM,8,361,Yes,29,Wednesday,6,19
1159.31,Online Payment,ATM,20,301,No,6,Monday,1,21
2578.69,Withdrawal,Mobile,7,753,No,3,Monday,13,22
7246.71,Transfer,ATM,12,809,No,7,Tuesday,14,41
2283.71,Transfer,POS Terminal,13,566,No,2,Sunday,21,4
9318.4,Online Payment,ATM,2,463,No,28,Tuesday,6,21
4209.56,Deposit,Web,9,523,Yes,14,Tuesday,1,36
5672.07,Transfer,Web,9,592,Yes,1,Saturday,4,26
4672.09,Deposit,Mobile,15,408,Yes,17,Friday,3,53
9380.69,Online Payment,POS Terminal,16,757,Yes,31,Friday,19,16
7587.63,Transfer,POS Terminal,8,506,Yes,3,Monday,20,15
2719.7,Withdrawal,Mobile,2,392,Yes,26,Sunday,16,43
6638.18,Online Payment,Mobile,7,606,Yes,6,Thursday,3,7
419.3,Online Payment,ATM,3,308,Yes,10,Friday,16,35
7756.82,Withdrawal,Web,6,616,Yes,31,Friday,0,50
2234.31,Transfer,Mobile,19,583,No,7,Tuesday,15,16
3358.87,Withdrawal,POS Terminal,17,440,No,21,Tuesday,10,30
5019.78,Withdrawal,Mobile,4,428,No,12,Wednesday,21,0
6119.5,Online Payment,ATM,20,632,Yes,11,Saturday,3,46
1320.35,Deposit,POS Terminal,19,516,Yes,16,Thursday,11,46
5400.83,Online Payment,ATM,16,568,Yes,11,Saturday,5,32
4111.66,Deposit,POS Terminal,3,561,Yes,5,Sunday,0,58
2937.07,Withdrawal,Web,1,819,No,26,Sunday,8,56
801.0,Online Payment,Web,3,600,Yes,17,Friday,3,51
9271.6,Online Payment,Mobile,3,333,No,14,Friday,12,57
782.39,Deposit,Web,10,733,Yes,24,Friday,17,27
3405.68,Withdrawal,Mobile,4,657,Yes,27,Monday,17,28
8798.66,Withdrawal,ATM,17,374,No,8,Wednesday,11,10
8109.6,Transfer,POS Terminal,14,481,No,3,Friday,9,35
4298.85,Transfer,POS Terminal,1,506,Yes,10,Monday,3,58
228.15,Withdrawal,POS Terminal,8,527,Yes,10,Friday,2,21
9645.06,Withdrawal,ATM,3,406,Yes,9,Sunday,3,40
9704.32,Online Payment,Web,5,560,No,29,Wednesday,6,56
6307.36,Transfer,Mobile,6,320,Yes,10,Friday,0,26
5125.66,Online Payment,Mobile,4,566,Yes,7,Tuesday,16,10
9528.77,Transfer,Mobile,20,780,Yes,26,Sunday,2,23
6883.62,Online Payment,Mobile,12,612,No,13,Thursday,14,46
7417.57,Deposit,ATM,5,489,Yes,13,Thursday,12,46
5826.61,Withdrawal,Mobile,7,686,No,5,Wednesday,19,2
9155.56,Deposit,Mobile,2,427,No,20,Monday,8,51
4129.43,Transfer,ATM,14,555,Yes,19,Sunday,1,30
7348.07,Transfer,Mobile,4,421,Yes,14,Tuesday,3,50
4074.74,Deposit,ATM,1,721,No,10,Friday,18,17
2535.04,Online Payment,POS Terminal,20,451,No,11,Saturday,8,56
5103.82,Transfer,Web,12,633,No,9,Sunday,4,14
9624.78,Deposit,POS Terminal,2,342,No,29,Wednesday,21,36
7119.4,Withdrawal,POS Terminal,19,421,Yes,11,Saturday,12,38
7557.32,Deposit,Mobile,20,718,Yes,2,Sunday,12,44
4504.4,Transfer,Mobile,7,388,Yes,16,Thursday,7,23
7418.83,Transfer,ATM,15,763,No,1,Saturday,17,35
2750.49,Deposit,Mobile,6,609,No,24,Friday,12,59
2581.32,Transfer,POS Terminal,5,589,No,23,Thursday,21,34
7021.74,Deposit,ATM,1,541,Yes,12,Wednesday,17,37
1834.91,Transfer,Web,10,310,No,24,Friday,19,42
5768.39,Deposit,Mobile,14,696,Yes,17,Friday,2,31
2830.81,Withdrawal,ATM,4,563,Yes,2,Thursday,18,15
6511.32,Deposit,ATM,1,643,No,6,Thursday,14,54
1108.19,Withdrawal,POS Terminal,1,745,No,13,Monday,15,4
8561.03,Deposit,Web,8,782,Yes,21,Tuesday,7,35
7687.21,Withdrawal,ATM,10,808,No,12,Wednesday,3,50
5548.21,Online Payment,ATM,5,653,Yes,5,Sunday,2,23
5808.77,Withdrawal,Web,7,363,Yes,29,Wednesday,4,21
9965.69,Withdrawal,POS Terminal,20,649,No,31,Friday,19,7
5423.88,Transfer,Web,10,687,Yes,29,Wednesday,13,8
4598.43,Withdrawal,POS Terminal,14,509,No,16,Thursday,10,51
241.69,Withdrawal,Web,6,653,Yes,3,Friday,3,49
6099.84,Withdrawal,Web,1,310,No,11,Tuesday,1,21
2211.27,Online Payment,Mobile,4,437,Yes,17,Friday,22,54
3397.82,Deposit,POS Terminal,1,544,No,27,Monday,14,36
252.31,Online Payment,Mobile,17,334,Yes,11,Saturday,6,7
9241.06,Online Payment,Web,3,833,Yes,26,Sunday,1,8
2153.19,Transfer,Mobile,10,779,No,11,Saturday,3,54
9376.62,Online Payment,Web,17,567,Yes,11,Tuesday,18,29
3614.85,Deposit,ATM,7,363,No,18,Saturday,4,22
623.11,Deposit,Web,15,839,No,14,Friday,9,6
2051.62,Online Payment,POS Terminal,15,581,No,7,Friday,20,28
9821.03,Transfer,POS Terminal,11,808,No,9,Thursday,18,31
5002.62,Withdrawal,Mobile,20,319,Yes,10,Monday,21,38
6034.17,Online Payment,Web,4,585,No,8,Saturday,21,18
359.28,Transfer,POS Terminal,6,596,Yes,20,Monday,19,42
7182.69,Online Payment,ATM,18,375,Yes,16,Thursday,22,12
9263.41,Transfer,ATM,17,779,No,15,Wednesday,19,2
4317.2,Deposit,Mobile,12,530,Yes,9,Sunday,7,25
1709.38,Transfer,ATM,14,714,Yes,2,Sunday,2,3
5460.58,Transfer,Mobile,18,820,No,4,Tuesday,9,33
2697.86,Transfer,ATM,17,517,No,11,Tuesday,15,41
5686.81,Transfer,ATM,20,485,No,30,Thursday,21,17
637.58,Deposit,POS Terminal,15,461,Yes,2,Sunday,8,21
9666.78,Online Payment,Web,17,339,No,20,Monday,0,16
2413.57,Deposit,POS Terminal,18,767,No,7,Tuesday,7,7
9817.92,Withdrawal,Web,7,308,Yes,10,Monday,7,45
8339.85,Withdrawal,POS Terminal,12,518,Yes,5,Wednesday,13,55
4788.04,Online Payment,Mobile,7,691,Yes,6,Monday,7,42
2456.72,Transfer,Mobile,16,530,Yes,14,Friday,7,24
5427.15,Withdrawal,ATM,20,615,No,14,Tuesday,9,27
4613.36,Transfer,ATM,7,499,No,10,Friday,2,2
7303.67,Deposit,Web,5,524,No,12,Sunday,5,25
2593.81,Deposit,Mobile,15,481,Yes,10,Monday,18,11
6696.34,Deposit,Mobile,11,651,No,3,Friday,12,52
8152.31,Deposit,Web,4,651,No,9,Thursday,8,5
7111.05,Transfer,POS Terminal,6,751,No,18,Saturday,9,1
9950.78,Online Payment,Web,1,532,Yes,3,Friday,2,53
7847.78,Transfer,ATM,7,356,Yes,1,Saturday,21,15
4655.83,Deposit,POS Terminal,6,712,Yes,12,Sunday,16,21
4124.68,Transfer,POS Terminal,7,373,No,7,Friday,1,16
3822.11,Online Payment,Web,19,838,Yes,24,Friday,8,34
2963.75,Transfer,Web,14,709,Yes,6,Monday,7,11
1926.89,Transfer,ATM,16,651,Yes,5,Sunday,21,41
239.64,Withdrawal,Mobile,10,570,No,23,Thursday,0,4
3326.87,Deposit,POS Terminal,20,519,Yes,7,Tuesday,20,42
332.48,Online Payment,POS Terminal,17,477,No,1,Saturday,2,29
6693.27,Online Payment,POS Terminal,13,451,No,26,Sunday,22,52
72.05,Online Payment,POS Terminal,19,708,No,5,Wednesday,5,20
9106.37,Deposit,Web,14,478,Yes,18,Saturday,21,45
301.22,Transfer,ATM,8,824,Yes,19,Sunday,4,42
7969.67,Online Payment,Mobile,5,478,Yes,18,Saturday,19,24
1531.06,Deposit,ATM,5,496,Yes,28,Tuesday,22,36
3626.75,Transfer,Web,15,711,No,11,Tuesday,16,4
